Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
13,4,9,20,9,20
18,0,26,23,5,23
17,0,26,22,5,22
18,0,25,22,5,23
19,0,26,23,5,22
18,0,26,24,6,22
19,0,25,23,6,21
20,0,25,24,7,21
20,1,24,25,6,21
20,0,23,25,7,21
21,0,23,24,8,21
20,0,24,23,9,21
19,0,24,24,9,21
20,0,25,23,9,21
20,1,25,24,9,21
21,1,24,25,9,21
21,2,24,24,9,21
21,1,23,23,9,21
21,0,22,23,9,21
20,0,22,24,9,21
20,1,21,25,9,21
20,0,20,24,9,21
20,0,19,25,9,21
21,0,20,24,9,21
21,1,19,23,9,21
21,2,19,24,9,21
21,3,18,23,9,21
21,2,17,23,9,21
21,3,17,24,9,21
21,4,16,23,9,21
21,5,16,24,9,21
21,4,15,25,9,21
21,3,16,24,9,21
21,2,15,25,9,21
21,1,14,26,9,21
20,1,15,25,9,21
20,2,14,24,9,21
20,1,13,25,9,21
20,2,14,24,9,21
20,1,15,23,9,21
20,2,15,24,9,21
19,2,14,25,9,21
19,1,13,26,9,21
18,1,14,25,9,21
18,0,13,24,9,21
19,0,14,23,9,21
20,0,14,24,9,21
21,0,13,25,9,21
21,1,14,24,9,21
21,2,13,25,9,21
21,3,12,24,9,21
21,4,11,23,9,21
21,3,11,24,9,21
20,3,12,23,9,21
20,4,12,22,9,21
20,5,12,23,9,21
19,5,12,22,9,21
18,5,12,21,9,21
18,4,13,22,9,20
18,5,12,23,9,20
18,4,11,23,9,20
18,3,11,24,9,20
17,3,10,23,9,20
17,4,10,22,9,20
17,5,9,21,9,20
16,5,9,22,9,20
15,5,9,23,9,20
14,5,8,24,9,20
13,5,9,24,9,20
13,4,9,23,9,20
13,4,8,22,9,20
13,4,7,22,9,20
13,4,8,21,9,20
13,4,9,20,9,20
