Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
6,17,1,0,6,8
6,17,1,0,1,5
6,17,1,0,1,4
6,17,1,0,2,4
6,17,1,0,1,4
6,17,1,0,1,3
6,17,1,0,1,4
6,17,1,0,2,4
6,17,1,0,2,5
6,17,1,0,2,6
6,17,1,0,2,7
6,17,1,0,3,7
6,17,1,0,4,7
6,17,1,0,5,7
6,17,1,0,5,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
6,17,1,0,6,8
