Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
12,20,12,24,12,24
7,29,12,15,1,12
7,28,11,14,2,12
7,29,12,13,1,12
6,29,11,14,1,11
7,29,12,13,2,11
8,29,13,12,1,11
7,29,13,11,1,10
6,29,12,11,1,11
5,29,12,12,2,11
5,28,13,11,2,12
6,28,12,12,1,12
6,29,12,11,1,11
6,28,12,12,2,11
6,29,13,11,2,12
7,29,14,12,3,12
7,28,15,11,3,13
7,27,16,12,4,13
8,27,17,13,5,13
8,26,17,14,5,14
9,26,16,14,4,14
9,25,15,14,5,14
9,26,14,14,5,15
10,26,13,15,4,15
10,25,13,16,5,15
11,25,12,17,5,16
11,26,11,18,4,16
11,26,10,17,5,16
12,26,9,18,5,17
12,25,8,19,5,18
11,25,7,18,5,19
12,25,6,17,5,20
11,25,5,18,6,20
12,25,6,19,5,20
11,25,7,20,6,20
10,25,6,20,5,20
10,24,6,19,5,21
10,23,5,18,5,22
9,23,5,19,4,22
10,23,6,20,5,22
9,23,5,21,5,23
8,23,6,21,5,24
9,23,7,22,5,23
10,23,6,21,5,23
11,23,5,20,5,23
10,23,4,20,6,23
9,23,3,21,6,24
10,23,4,20,6,25
11,23,5,19,6,26
11,22,4,20,6,27
11,21,5,19,7,27
11,20,6,18,7,28
11,19,7,17,8,28
12,19,6,18,9,28
13,19,7,19,9,27
13,19,8,18,9,26
13,18,7,19,9,25
13,17,8,20,10,25
13,18,9,21,10,24
12,18,10,22,11,24
12,19,11,23,12,24
12,20,12,24,12,24
