Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,2,1,4,1,2
28,2,19,14,4,8
28,2,18,14,4,7
28,2,18,13,3,7
28,2,17,14,3,6
28,2,18,14,2,6
28,2,17,14,2,7
28,2,18,14,3,7
28,2,17,14,4,7
28,2,18,14,4,6
28,2,18,13,4,5
28,2,19,12,4,4
28,2,18,13,5,4
28,2,17,14,6,4
28,2,17,13,7,4
28,2,16,14,8,4
28,2,15,13,7,4
28,2,14,14,6,4
28,2,15,13,5,4
28,2,14,12,4,4
28,2,13,13,4,3
28,2,14,12,3,3
28,2,13,13,3,2
28,2,14,12,3,2
28,2,13,11,3,2
28,2,14,10,3,2
28,2,13,11,3,2
28,2,12,10,3,2
28,2,11,9,3,2
28,2,10,8,3,2
28,2,9,9,3,2
28,2,8,10,3,2
28,2,7,9,3,2
28,2,8,8,3,2
28,2,7,7,3,2
28,2,8,6,3,2
28,2,7,7,3,2
28,2,8,6,3,2
28,2,9,5,3,2
28,2,10,4,3,2
28,2,11,3,3,2
28,2,12,2,3,2
28,2,12,1,3,2
28,2,13,2,3,2
28,2,13,1,3,2
28,2,14,2,3,2
28,2,13,2,3,2
28,2,12,2,3,2
28,2,12,3,3,2
28,2,11,2,3,2
28,2,11,3,3,2
28,2,10,4,3,2
28,2,9,5,3,2
28,2,8,4,3,2
28,2,7,5,3,2
28,2,6,6,3,2
28,2,5,7,3,2
28,2,4,8,3,2
28,2,3,9,3,2
28,2,3,8,4,2
28,2,4,9,4,2
28,2,5,9,3,2
28,2,6,8,3,2
28,2,5,9,3,2
28,2,6,8,3,2
28,2,7,7,3,2
28,2,6,8,3,2
28,2,5,7,3,2
28,2,4,8,3,2
28,2,3,7,3,2
28,2,2,7,2,2
28,2,2,8,1,2
28,2,2,7,1,2
28,2,2,6,1,2
28,2,2,5,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
28,2,1,4,1,2
