Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,23,22,19,22,19
17,19,13,20,25,15
17,20,14,21,25,16
17,21,15,22,25,17
17,22,14,23,25,18
17,23,15,24,24,18
16,23,14,25,23,18
16,22,13,24,23,19
16,23,14,23,22,19
16,23,15,22,22,19
16,22,14,23,22,19
16,23,15,24,22,19
16,22,16,25,22,19
15,22,17,24,22,19
15,23,18,23,22,19
15,23,17,22,22,19
16,23,16,21,22,19
16,23,17,22,22,19
16,22,18,23,22,19
15,22,19,24,22,19
16,22,18,24,22,19
15,22,19,25,22,19
14,22,19,24,22,19
15,22,19,23,22,19
15,23,19,22,22,19
15,24,18,22,22,19
15,23,17,21,22,19
16,23,18,22,22,19
17,23,19,21,22,19
18,23,18,21,22,19
18,23,17,20,22,19
18,24,18,19,22,19
18,24,18,18,22,19
18,24,18,17,22,19
18,24,19,18,22,19
18,23,19,17,22,19
18,24,18,18,22,19
18,24,18,17,22,19
18,24,19,18,22,19
19,24,20,18,22,19
20,24,20,19,22,19
20,24,19,19,22,19
20,23,20,18,22,19
20,23,20,19,22,19
20,23,20,18,22,19
20,23,21,18,22,19
20,23,22,19,22,19
