Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
18,8,18,19,18,19
26,3,8,20,11,15
26,2,9,21,12,15
25,2,8,20,13,15
24,2,7,19,13,14
23,2,8,18,14,14
23,3,9,17,14,15
22,3,10,16,15,15
22,4,11,15,15,16
22,5,12,16,15,17
22,4,13,15,16,17
21,4,12,16,16,16
20,4,12,17,16,15
20,5,13,18,16,16
20,6,12,17,16,17
19,6,13,17,16,18
19,7,14,16,16,19
19,7,15,15,16,20
19,7,16,14,17,20
19,7,17,15,17,21
19,7,16,15,17,20
19,7,15,16,17,21
19,7,16,15,17,20
19,7,15,16,17,19
19,7,14,17,18,19
19,7,15,18,19,19
19,6,14,19,19,19
19,7,14,18,19,18
18,7,15,18,19,19
18,8,14,19,20,19
18,8,14,18,19,19
18,8,15,17,20,19
18,8,16,18,19,19
18,8,17,17,18,19
18,8,18,18,18,19
18,8,18,19,18,19
