Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,20,11,22,11,22
11,20,6,23,16,26
11,20,7,22,16,25
11,20,8,21,15,25
11,20,9,22,15,24
11,20,10,22,14,24
11,20,11,23,14,23
11,20,10,24,15,23
11,20,9,23,14,23
11,20,9,24,15,23
11,20,10,23,16,23
11,20,10,22,17,23
11,20,9,23,17,22
11,20,9,22,18,22
11,20,9,21,17,22
11,20,8,20,16,22
11,20,9,21,17,22
11,20,10,22,16,22
11,20,11,23,15,22
11,20,12,24,14,22
11,20,13,25,15,22
11,20,12,24,16,22
11,20,13,25,15,22
11,20,14,24,14,22
11,20,13,24,15,22
11,20,14,25,14,22
11,20,15,25,13,22
11,20,14,24,12,22
11,20,15,23,11,22
11,20,16,22,11,22
11,20,16,21,11,22
11,20,17,22,11,22
11,20,17,23,11,22
11,20,16,24,11,22
11,20,17,23,11,22
11,20,18,22,11,22
11,20,17,22,11,22
11,20,17,23,11,22
11,20,18,22,11,22
11,20,18,23,11,22
11,20,19,22,11,22
11,20,19,23,11,22
11,20,20,22,11,22
11,20,20,23,11,22
11,20,19,24,11,22
11,20,18,25,11,22
11,20,17,26,11,22
11,20,16,26,11,22
11,20,17,26,11,22
11,20,18,26,11,22
11,20,19,25,11,22
11,20,18,26,11,22
11,20,17,25,11,22
11,20,16,26,11,22
11,20,17,26,11,22
11,20,17,25,11,22
11,20,18,24,11,22
11,20,17,23,11,22
11,20,16,24,11,22
11,20,15,25,11,22
11,20,16,24,11,22
11,20,15,25,11,22
11,20,16,24,11,22
11,20,15,25,11,22
11,20,14,26,11,22
11,20,13,27,11,22
11,20,14,26,11,22
11,20,13,25,11,22
11,20,12,24,11,22
11,20,11,25,11,22
11,20,10,25,11,22
11,20,9,24,11,22
11,20,10,25,11,22
11,20,11,24,11,22
11,20,10,24,11,22
11,20,9,23,11,22
11,20,9,24,11,22
11,20,8,23,11,22
11,20,8,24,11,22
11,20,7,23,11,22
11,20,7,22,11,22
11,20,7,23,11,22
11,20,7,22,11,22
11,20,7,21,11,22
11,20,8,22,11,22
11,20,7,23,11,22
11,20,8,23,11,22
11,20,8,22,11,22
11,20,9,21,11,22
11,20,10,22,11,22
11,20,9,23,11,22
11,20,9,24,11,22
11,20,8,23,11,22
11,20,9,23,11,22
11,20,9,24,11,22
11,20,10,25,11,22
11,20,11,24,11,22
11,20,12,24,11,22
11,20,11,23,11,22
11,20,10,22,11,22
11,20,9,21,11,22
11,20,8,20,11,22
11,20,9,21,11,22
11,20,8,22,11,22
11,20,9,21,11,22
11,20,8,22,11,22
11,20,9,23,11,22
11,20,9,22,11,22
11,20,10,22,11,22
11,20,9,23,11,22
11,20,9,24,11,22
11,20,10,23,11,22
11,20,9,22,11,22
11,20,9,21,11,22
11,20,10,22,11,22
11,20,11,23,11,22
11,20,10,22,11,22
11,20,11,23,11,22
11,20,12,24,11,22
11,20,11,25,11,22
11,20,10,25,11,22
11,20,9,24,11,22
11,20,10,25,11,22
11,20,11,24,11,22
11,20,11,23,11,22
11,20,12,24,11,22
11,20,11,25,11,22
11,20,11,24,11,22
11,20,12,24,11,22
11,20,11,25,11,22
11,20,12,25,11,22
11,20,13,24,11,22
11,20,12,25,11,22
11,20,11,26,11,22
11,20,10,26,11,22
11,20,11,25,11,22
11,20,10,25,11,22
11,20,11,24,11,22
11,20,12,24,11,22
11,20,11,25,11,22
11,20,10,25,11,22
11,20,11,26,11,22
11,20,11,25,11,22
11,20,12,25,11,22
11,20,13,24,11,22
11,20,12,23,11,22
11,20,13,22,11,22
11,20,13,23,11,22
11,20,14,22,11,22
11,20,13,22,11,22
11,20,13,21,11,22
11,20,14,22,11,22
11,20,14,21,11,22
11,20,13,22,11,22
11,20,13,21,11,22
11,20,14,22,11,22
11,20,14,23,11,22
11,20,13,22,11,22
11,20,13,23,11,22
11,20,14,22,11,22
11,20,13,22,11,22
11,20,13,23,11,22
11,20,14,22,11,22
11,20,13,22,11,22
11,20,13,23,11,22
11,20,14,22,11,22
11,20,14,21,11,22
11,20,15,22,11,22
11,20,14,22,11,22
11,20,14,23,11,22
11,20,15,22,11,22
11,20,14,22,11,22
11,20,14,21,11,22
