Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
13,23,12,25,13,23
8,23,18,10,26,25
7,23,17,9,25,25
6,23,18,9,24,25
6,22,19,9,25,25
6,21,18,10,25,24
7,21,17,9,24,24
6,21,18,9,24,23
7,21,19,9,23,23
8,21,20,10,22,23
8,20,21,10,23,23
8,19,20,11,23,22
9,19,21,10,22,22
10,19,22,9,21,22
9,19,21,8,20,22
9,18,20,8,20,21
9,17,19,9,19,21
8,17,20,10,18,21
8,16,21,10,17,21
9,16,20,10,17,22
9,15,21,10,17,23
8,15,22,10,16,23
8,14,23,11,15,23
9,14,22,12,14,23
8,14,21,13,14,24
7,14,20,14,13,24
7,14,19,13,13,25
8,14,20,14,13,26
8,14,21,15,12,26
8,15,20,16,12,25
8,16,19,15,12,24
9,16,18,16,11,24
9,16,17,17,11,23
8,16,16,16,11,24
8,16,15,15,11,25
8,15,14,16,11,26
8,16,15,17,11,25
8,17,14,18,11,24
7,17,15,19,10,24
7,18,16,20,9,24
7,19,17,21,9,25
8,19,16,22,8,25
9,19,15,23,8,25
10,19,16,24,9,25
11,19,17,25,10,25
11,18,17,26,10,24
11,19,16,27,11,24
12,19,15,28,11,24
12,18,14,27,12,24
13,18,13,28,12,24
13,18,12,29,12,23
13,19,12,28,11,23
13,18,13,27,11,22
13,18,12,26,10,22
13,19,11,25,11,22
13,20,10,25,12,22
12,20,11,26,12,23
12,21,12,27,13,23
12,21,13,28,12,23
13,21,14,27,12,23
13,22,13,26,11,23
13,22,14,25,12,23
13,21,13,26,11,23
13,21,12,27,10,23
13,22,13,26,11,23
13,22,14,25,12,23
13,23,13,26,12,22
13,23,14,27,12,23
14,23,13,28,12,23
13,23,12,27,12,23
13,22,12,26,11,23
12,22,13,25,12,23
13,22,12,26,12,23
13,23,12,25,13,23
