Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
9,16,12,15,8,16
8,14,21,18,18,2
9,14,20,19,18,3
9,15,19,20,17,3
9,16,18,21,16,3
8,16,17,20,15,3
9,16,18,19,15,4
9,15,19,18,15,5
8,15,18,19,15,6
9,15,19,18,14,6
9,16,18,19,14,7
9,17,17,20,14,8
9,17,18,19,14,9
9,17,17,18,13,9
9,17,18,17,13,10
9,17,17,18,12,10
9,17,16,19,11,10
9,17,17,18,11,11
9,17,18,17,11,12
9,17,17,18,11,13
9,17,16,17,11,12
9,17,15,18,11,11
9,17,16,18,11,12
9,17,17,17,10,12
9,17,16,16,10,13
9,16,15,15,10,14
9,16,14,16,10,13
9,16,15,15,9,13
9,16,16,14,9,13
9,16,15,13,9,13
9,16,15,14,8,13
9,16,15,15,7,13
9,16,14,14,7,14
9,16,13,14,8,14
9,16,12,13,7,14
9,16,12,14,7,15
9,16,11,14,8,15
9,16,11,13,8,16
9,16,11,14,8,16
9,16,11,13,8,16
9,16,10,13,8,16
9,16,11,14,8,16
9,16,12,14,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
9,16,12,15,8,16
