Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,15,1,6,1,6
14,22,27,0,2,5
14,23,26,0,2,6
14,22,26,1,3,6
14,23,25,2,2,6
14,24,25,3,2,7
14,25,24,4,2,6
15,25,23,3,1,6
15,26,22,4,1,6
15,27,21,5,1,6
15,26,22,6,1,6
15,27,22,5,1,6
15,28,21,4,1,6
15,27,20,3,1,6
15,26,19,2,1,6
15,25,20,3,1,6
16,25,21,4,1,6
16,26,20,5,1,6
16,26,21,6,1,6
16,26,21,7,1,6
16,26,20,6,1,6
16,26,19,6,1,6
16,26,18,6,1,6
16,26,17,6,1,6
16,26,16,6,1,6
16,26,15,6,1,6
15,26,14,6,1,6
14,26,14,7,1,6
14,26,13,8,1,6
14,25,12,9,1,6
14,24,11,10,1,6
14,23,12,9,1,6
13,23,11,10,1,6
12,23,12,9,1,6
12,23,13,8,1,6
13,23,12,7,1,6
12,23,13,6,1,6
12,24,13,5,1,6
13,24,12,4,1,6
12,24,11,3,1,6
13,24,10,2,1,6
14,24,11,3,1,6
13,24,12,4,1,6
12,24,13,5,1,6
12,25,14,6,1,6
12,26,14,5,1,6
13,26,15,6,1,6
13,27,15,5,1,6
13,26,14,4,1,6
13,27,13,3,1,6
13,27,14,4,1,6
13,28,13,5,1,6
13,28,12,4,1,6
14,28,11,5,1,6
15,28,10,6,1,6
14,28,10,7,1,6
13,28,9,8,1,6
14,28,8,7,1,6
13,28,7,8,1,6
13,27,6,9,1,6
12,27,5,10,1,6
13,27,6,9,1,6
12,27,7,8,1,6
11,27,8,7,1,6
11,26,9,6,1,6
11,25,9,7,1,6
12,25,8,8,1,6
12,24,9,7,1,6
12,23,8,8,1,6
13,23,9,7,1,6
12,23,8,8,1,6
11,23,7,7,1,6
10,23,6,8,1,6
9,23,7,7,1,6
10,23,8,6,1,6
10,22,8,7,1,6
11,22,9,6,1,6
11,21,8,6,1,6
10,21,8,7,1,6
11,21,9,6,1,6
10,21,8,6,1,6
10,20,7,6,1,6
9,20,6,6,1,6
9,19,6,5,1,6
8,19,7,6,1,6
8,18,7,7,1,6
8,18,8,6,1,6
8,18,7,6,1,6
8,18,6,6,1,6
8,18,6,5,1,6
8,18,7,6,1,6
8,18,7,5,1,6
8,18,8,6,1,6
8,18,7,6,1,6
8,18,7,7,1,6
8,18,8,6,1,6
8,18,8,7,1,6
8,18,7,6,1,6
8,18,7,7,1,6
8,18,8,6,1,6
8,18,8,7,1,6
8,18,9,6,1,6
8,19,9,7,1,6
8,18,10,6,1,6
8,19,10,7,1,6
8,20,9,8,1,6
9,20,8,7,1,6
10,20,7,8,1,6
9,20,6,9,1,6
10,20,5,10,1,6
11,20,4,11,1,6
10,20,5,10,1,6
9,20,4,9,1,6
10,20,3,10,1,6
10,19,2,9,1,6
11,19,3,9,1,6
10,19,4,8,1,6
10,18,5,7,1,6
9,18,4,8,1,6
10,18,5,7,1,6
10,17,4,8,1,6
10,18,3,7,1,6
10,17,2,6,1,6
10,16,2,7,1,6
10,15,1,6,1,6
