Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,22,12,28,12,28
14,14,20,26,17,26
15,14,20,25,17,27
15,14,20,26,16,27
15,14,20,25,16,28
15,14,20,26,16,27
15,14,20,25,16,26
15,14,20,26,15,26
15,14,20,27,14,26
15,14,19,26,13,26
15,14,18,27,13,27
15,14,17,26,14,27
15,14,18,27,15,27
15,14,19,26,15,26
15,14,18,25,15,27
15,14,19,26,15,27
15,14,20,25,15,27
15,14,20,24,15,27
15,14,20,25,15,27
15,14,19,25,15,27
15,14,18,26,15,27
15,14,18,25,15,27
15,14,19,26,15,27
15,14,18,27,15,27
15,14,19,26,14,27
15,14,18,25,15,27
15,14,19,26,15,27
15,14,18,25,15,27
15,14,19,26,15,27
15,14,20,25,15,27
15,14,20,24,15,27
15,14,19,24,15,27
15,14,18,23,15,27
15,14,19,24,15,27
15,14,18,25,15,27
15,14,17,24,15,27
15,14,16,25,15,27
15,14,15,24,15,27
15,14,14,24,15,27
15,15,13,25,15,27
14,15,14,24,15,27
14,15,15,25,16,27
13,15,16,24,17,27
12,15,15,25,17,26
13,15,16,24,18,26
13,16,17,23,17,26
13,17,18,23,16,26
13,18,17,24,15,26
12,18,18,25,15,27
12,19,19,26,14,27
11,19,18,27,14,26
11,20,17,26,13,26
12,20,17,27,13,27
12,21,16,28,13,28
12,21,15,28,12,28
11,21,14,28,12,28
11,22,14,27,12,28
11,22,13,26,12,28
11,22,12,27,12,28
11,22,12,28,12,28
