Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
6,26,2,26,2,26
10,22,27,11,5,20
11,21,26,10,6,21
12,20,26,9,7,21
13,19,26,8,8,21
14,18,27,7,9,20
15,17,27,6,10,19
16,16,26,5,11,18
17,15,26,4,12,17
18,14,26,3,13,16
19,13,27,2,14,15
20,12,27,1,15,14
21,11,27,1,16,13
22,10,27,1,17,12
23,9,27,1,18,11
24,8,27,1,19,10
25,7,27,1,20,9
26,6,27,1,21,8
27,5,26,1,22,7
26,4,25,1,23,6
27,3,24,1,24,7
26,2,23,1,25,6
25,1,22,2,26,5
24,0,23,3,27,4
23,1,24,3,28,3
22,2,25,2,27,4
23,1,26,3,28,5
24,2,27,4,27,6
25,1,26,5,26,7
26,2,25,6,25,8
25,3,26,7,24,9
26,4,25,8,23,10
25,5,24,9,22,11
24,6,23,10,21,12
23,7,22,11,20,13
22,8,21,12,19,14
21,9,20,13,18,15
20,10,19,14,17,16
19,11,18,15,16,17
18,12,17,16,15,18
17,13,16,17,14,19
16,14,15,18,13,20
15,15,14,19,12,21
14,16,13,20,11,22
13,17,12,21,10,23
12,18,11,22,9,24
11,19,10,23,8,25
10,20,9,24,7,26
9,21,8,25,6,27
8,22,7,26,5,28
7,23,6,27,4,29
6,24,5,28,3,28
7,25,4,27,2,27
8,26,3,26,1,26
7,26,2,26,1,25
6,26,2,26,2,26
