Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,17,4,17,4,17
24,20,4,22,15,19
23,21,5,21,16,20
22,21,6,21,17,21
22,20,7,21,18,21
23,21,8,20,19,20
24,20,9,21,20,21
25,21,10,20,21,20
26,20,11,21,22,21
27,21,12,20,23,20
28,20,13,21,24,21
28,21,14,20,25,20
28,20,15,21,26,21
28,21,16,20,27,20
27,20,17,21,28,21
26,21,16,20,27,20
25,20,15,19,26,21
24,19,14,20,25,20
23,20,13,19,24,19
22,19,12,18,23,20
21,18,11,19,22,19
20,19,10,18,21,18
19,18,9,17,20,19
18,17,8,18,19,18
17,18,7,18,18,17
16,17,6,18,17,18
15,18,5,18,16,17
14,17,4,18,15,18
13,18,3,17,14,17
12,17,3,17,13,18
11,16,3,17,12,17
10,17,3,17,11,16
9,16,3,17,10,17
8,17,3,17,9,16
7,16,3,17,8,17
6,17,3,18,7,16
5,18,3,17,6,17
4,17,3,17,5,18
3,17,4,17,4,17
