Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,9,11,10,11,10
18,27,12,2,22,7
17,26,13,3,21,8
16,25,14,4,20,9
15,24,15,5,19,10
15,23,16,6,18,11
16,22,17,7,17,12
17,21,16,8,16,13
16,20,17,9,17,14
17,19,16,10,16,15
16,20,17,11,17,16
17,21,16,12,16,17
16,22,17,13,17,18
17,23,16,14,16,19
16,24,17,15,17,20
17,25,16,16,16,21
16,26,17,17,17,22
17,27,16,18,16,23
16,28,17,19,17,24
17,29,16,20,16,25
16,29,17,21,17,26
17,29,16,22,16,27
16,29,17,23,17,28
17,28,16,24,16,29
16,27,15,23,17,28
15,26,16,22,16,27
16,25,15,21,15,26
15,24,14,20,16,25
14,23,15,19,15,24
15,22,14,18,14,23
14,21,13,17,15,22
13,20,14,16,14,21
14,19,13,15,13,20
13,18,12,14,14,19
12,17,13,13,13,18
13,16,12,12,12,17
12,15,11,11,13,16
11,14,12,10,12,15
12,13,11,9,11,14
11,12,10,9,12,13
10,11,11,8,11,12
11,10,10,9,10,11
10,9,11,10,11,10
