Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,21,26,21,26,21
15,14,12,7,26,17
14,13,11,6,25,16
13,12,10,6,24,16
12,11,9,6,23,16
11,10,8,6,22,15
10,9,7,6,22,14
9,8,6,5,21,13
8,7,5,4,20,12
7,6,4,5,19,11
6,5,3,6,18,10
5,6,2,7,17,9
4,7,2,8,16,8
3,8,2,7,15,7
2,7,3,6,14,8
3,6,4,7,13,7
4,7,5,8,12,6
5,8,6,7,11,7
6,7,7,6,11,8
7,6,8,7,11,9
8,7,9,8,12,10
9,8,10,9,13,11
10,9,11,10,14,12
11,10,12,11,15,13
12,11,13,12,16,14
13,12,14,13,17,15
14,13,15,14,18,16
15,14,16,15,19,17
16,15,17,16,20,18
17,16,18,17,21,19
18,17,19,18,22,20
19,18,20,19,23,21
20,19,21,20,24,22
21,20,22,21,25,23
22,21,23,22,26,22
23,22,24,21,27,21
24,21,25,21,27,20
25,21,26,21,26,21
