Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,15,25,14,25,14
24,18,17,21,17,1
23,19,16,22,18,2
22,20,15,23,19,3
21,21,14,24,20,4
20,22,13,25,21,5
19,23,12,26,20,6
18,24,11,27,19,7
17,25,10,28,18,8
16,26,9,28,17,9
15,27,8,28,16,10
14,28,7,27,15,11
13,27,6,26,14,12
12,26,5,25,13,13
11,25,4,24,12,14
10,24,3,23,11,15
9,23,2,22,10,16
8,22,2,21,9,17
7,22,3,20,8,18
6,23,3,19,9,19
5,22,4,20,8,20
4,23,3,19,9,21
3,22,4,20,8,22
3,21,5,21,8,23
4,21,6,22,9,24
5,22,7,23,10,25
6,23,8,24,11,26
7,24,9,25,12,27
8,25,10,26,13,28
9,26,11,27,14,29
10,27,12,28,15,28
11,28,13,27,16,27
12,27,14,28,17,26
13,28,15,27,18,25
14,27,16,26,19,24
15,26,17,25,20,23
16,25,18,24,21,22
17,24,19,23,22,21
18,23,20,22,23,20
19,22,21,21,24,19
20,21,22,20,25,18
21,20,23,19,26,17
22,19,24,18,27,16
23,18,25,17,28,15
24,17,26,16,27,14
25,16,26,15,26,13
26,15,25,14,25,12
25,14,26,13,24,11
26,13,25,12,23,10
25,12,24,11,22,9
24,11,23,10,21,8
23,10,22,9,20,7
22,9,21,8,19,6
21,8,20,7,18,5
20,7,19,6,17,4
19,6,18,5,16,3
18,5,17,4,15,2
17,4,16,3,14,1
16,3,15,2,13,0
15,2,14,1,12,1
14,1,13,2,11,2
13,2,12,1,10,3
12,1,11,2,9,4
11,2,10,3,8,5
10,3,9,4,7,6
9,4,8,5,6,7
8,5,7,6,5,8
7,6,6,7,4,9
6,7,5,8,3,10
5,8,4,9,2,11
4,9,3,10,1,12
3,10,2,11,2,13
2,11,3,12,3,14
3,12,2,13,4,15
2,13,3,14,5,16
3,14,4,15,6,15
4,15,5,14,7,14
5,14,6,15,8,15
6,15,7,14,9,14
7,14,8,15,10,15
8,15,9,14,11,14
9,14,10,15,12,15
10,15,11,14,13,14
11,14,12,15,14,15
12,15,13,14,15,14
13,14,14,15,16,15
14,15,15,14,17,14
15,14,16,15,18,15
16,15,17,14,19,14
17,14,18,15,20,15
18,15,19,14,21,14
19,14,20,15,22,15
20,15,21,14,23,14
21,14,22,15,24,15
22,15,23,14,25,14
23,14,24,15,26,15
24,15,25,14,25,14
