Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,7,24,7,24,7
8,8,11,13,7,1
9,9,12,14,8,2
10,10,13,15,9,3
11,11,14,16,10,4
12,12,15,17,11,5
13,13,16,18,12,6
14,14,17,19,13,7
15,15,18,20,14,8
16,16,18,21,15,9
17,17,17,22,15,10
17,18,16,23,16,11
16,19,15,24,17,12
15,20,14,25,16,13
14,21,15,26,15,14
15,22,15,27,14,15
15,23,14,28,15,16
14,24,13,28,15,17
13,25,14,28,14,18
14,26,15,28,13,19
15,27,14,28,14,20
14,28,13,27,15,21
13,27,14,26,14,21
14,26,15,25,13,21
15,25,14,24,12,21
14,24,13,23,11,20
13,23,12,22,12,19
12,22,13,21,13,18
13,21,12,20,14,17
12,20,13,19,15,16
13,19,14,18,16,15
14,18,15,17,17,14
15,17,16,16,18,13
16,16,17,15,19,12
17,15,18,14,20,11
18,14,19,13,21,10
19,13,20,12,22,9
20,12,21,11,23,8
21,11,22,10,24,7
22,10,23,9,25,6
23,9,24,8,24,5
24,8,23,7,23,6
23,7,24,7,24,7
