Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,17,3,16,3,16
27,27,11,23,17,28
26,26,12,24,18,27
25,25,13,25,19,26
24,24,14,25,20,25
25,25,15,24,21,24
26,24,16,25,22,25
27,25,17,24,23,24
28,24,18,25,24,25
28,25,19,24,25,24
28,24,20,25,26,25
28,25,21,24,27,24
27,24,22,25,28,25
26,25,21,24,27,24
25,24,20,23,26,25
24,23,19,24,25,24
23,24,18,23,24,23
22,23,17,22,23,24
21,22,16,23,22,23
20,23,15,22,21,22
19,22,14,21,20,23
18,21,13,22,19,22
17,22,12,21,18,21
16,21,11,20,17,22
15,20,10,21,16,21
14,21,9,20,15,20
13,20,8,19,14,21
12,19,7,20,13,20
11,20,6,19,12,19
10,19,5,18,11,20
9,18,4,19,10,19
8,19,3,18,9,18
7,18,2,17,8,19
6,17,2,18,7,18
5,18,2,17,6,17
4,17,2,16,5,18
3,16,2,17,4,17
2,17,3,16,3,16
