Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,25,6,28,6,28
22,13,24,2,27,4
23,12,25,3,28,5
24,11,26,4,28,6
25,10,27,5,28,7
24,10,27,6,27,8
23,11,26,7,26,9
22,12,25,8,25,10
21,13,24,9,24,11
20,14,23,10,23,12
19,15,22,11,22,13
18,16,21,12,21,14
17,17,20,13,20,15
16,18,19,14,19,16
15,19,18,15,18,17
14,20,17,16,17,18
13,21,16,17,16,19
12,22,15,18,15,20
11,23,14,19,14,21
10,24,13,20,13,22
9,25,12,21,12,23
8,26,11,22,11,24
7,27,10,23,10,25
6,26,9,24,9,26
5,25,8,25,8,27
4,24,7,26,7,28
5,23,6,27,6,29
6,24,5,28,5,29
5,25,6,28,6,28
