Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,26,3,25,3,25
15,20,25,11,7,1
16,19,26,10,8,2
17,18,27,9,9,3
18,17,27,8,10,4
19,16,27,7,11,5
20,15,26,6,12,6
21,14,27,6,13,7
22,13,27,6,14,8
23,12,27,6,15,9
24,11,27,6,16,10
25,10,27,6,17,11
26,9,27,6,18,10
27,8,26,6,19,9
26,7,25,6,20,8
25,6,24,7,21,9
24,7,23,8,20,10
23,8,22,9,19,11
22,9,21,10,18,12
21,10,20,11,17,13
20,11,19,12,16,14
19,12,18,13,15,15
18,13,17,14,14,16
17,14,16,15,13,17
16,15,15,16,12,18
15,16,14,17,11,19
14,17,13,18,10,20
13,18,12,19,9,21
12,19,11,20,8,22
11,20,10,21,7,23
10,21,9,22,6,24
9,22,8,23,5,25
8,23,7,24,4,26
7,24,6,25,3,27
6,25,5,26,2,26
5,26,4,25,1,25
4,25,3,26,2,26
3,26,3,25,3,25
