Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,15,28,28,28,28
15,7,14,3,4,10
16,8,13,4,5,11
17,9,12,5,6,12
18,10,11,6,7,13
19,11,10,7,8,14
20,12,9,8,9,15
21,13,10,9,10,16
22,14,11,10,11,17
23,15,12,11,12,18
24,16,13,12,13,19
25,15,14,13,14,20
26,14,15,14,15,21
25,15,16,15,16,22
26,14,17,16,17,23
25,15,18,17,18,22
26,14,19,18,19,23
25,15,20,19,20,24
26,14,21,20,21,25
25,15,22,21,22,26
26,14,23,22,23,27
25,15,24,23,24,28
26,14,25,24,25,29
25,15,26,25,26,28
26,14,27,26,27,29
25,15,26,27,28,28
26,14,27,27,27,29
25,15,26,28,28,28
26,14,27,27,27,29
25,15,26,28,28,28
26,14,27,27,27,29
25,15,27,26,28,28
26,14,27,27,27,29
25,15,27,27,28,28
26,14,27,27,27,29
25,15,27,26,28,28
26,14,27,27,27,29
25,15,26,28,28,28
26,14,27,27,27,29
25,15,26,26,28,28
26,14,27,27,27,29
25,15,27,27,28,28
26,14,27,27,27,29
25,15,28,28,28,28
