Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,2,23,1,24,7
15,14,14,16,10,13
15,15,13,17,11,12
14,16,12,16,12,11
13,17,11,15,13,11
12,16,12,14,14,11
12,15,13,13,15,10
13,14,14,12,16,9
14,13,15,11,17,8
15,12,16,10,18,7
16,11,17,9,19,6
17,10,18,8,20,5
18,9,19,7,21,4
19,8,20,6,22,3
20,7,21,5,23,2
21,6,20,4,24,1
20,5,21,3,25,2
21,4,22,2,26,3
21,3,23,1,27,4
22,2,24,1,26,5
23,1,25,2,26,6
24,2,25,3,25,7
25,3,24,2,24,8
24,2,23,1,25,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
23,1,24,2,25,6
24,2,25,3,24,7
25,3,24,2,23,8
24,2,23,1,24,7
