Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,6,27,6,27,6
27,10,6,7,12,25
26,9,5,6,13,24
25,8,4,5,14,23
24,7,4,5,15,22
23,6,4,5,16,21
22,5,4,6,17,20
21,5,4,7,18,19
20,6,3,8,19,18
19,7,2,9,20,17
18,8,2,10,19,16
17,9,2,11,18,15
16,10,2,12,17,14
15,9,3,13,16,13
14,8,4,12,15,12
13,7,5,11,14,11
12,6,6,10,13,10
11,5,7,9,12,9
10,4,8,8,12,8
9,4,9,7,13,7
8,5,10,6,14,6
9,6,11,5,15,5
10,5,12,6,16,6
11,6,13,5,17,5
12,5,14,6,18,6
13,6,15,5,19,5
14,5,16,6,20,6
15,6,17,5,21,5
16,5,18,6,22,6
17,6,19,5,23,5
18,5,20,4,24,6
19,4,21,5,24,7
20,5,22,6,25,8
21,5,23,7,26,9
22,6,24,8,27,8
22,7,25,7,28,7
23,6,26,7,28,8
24,6,27,7,28,7
25,6,27,6,27,6
