Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
7,3,2,3,2,3
12,23,20,28,25,18
13,24,21,27,24,19
14,25,22,26,23,20
15,26,22,25,22,21
16,25,21,24,21,20
17,24,20,23,20,19
18,24,19,22,19,18
19,23,18,21,18,17
18,22,19,20,19,16
19,21,18,19,18,15
18,20,19,18,19,14
19,19,18,17,18,13
18,18,19,16,19,12
19,17,18,15,18,11
18,16,19,14,17,10
19,15,18,13,16,10
18,14,17,12,15,9
17,13,16,11,14,8
16,12,15,10,13,7
15,11,14,9,12,6
14,10,13,8,11,5
13,9,12,7,10,4
12,8,11,6,9,3
11,7,10,5,8,2
10,6,9,4,7,1
9,5,8,3,6,0
8,4,7,2,5,0
7,3,6,1,4,1
8,4,5,2,3,2
9,3,4,3,2,3
8,3,3,3,1,4
7,3,2,3,2,3
