Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,27,16,28,16,28
5,11,21,21,4,5
6,12,22,22,5,6
7,13,23,23,6,7
8,14,24,24,7,8
9,15,25,24,8,9
10,16,26,24,9,10
11,17,26,24,10,11
12,18,26,24,11,12
13,19,26,24,12,13
14,20,26,24,13,14
15,21,26,24,14,15
16,22,26,24,15,16
17,23,26,24,16,17
18,24,27,23,17,18
19,25,27,22,18,19
20,25,26,21,19,20
21,25,25,21,20,21
22,26,24,22,20,22
23,27,23,23,19,21
22,26,22,22,18,21
22,25,21,21,17,22
21,24,21,21,16,23
21,23,22,20,17,24
22,22,23,19,18,24
23,21,24,18,19,25
24,20,23,17,20,25
23,19,22,16,21,24
22,18,21,15,22,23
21,17,22,14,22,22
22,16,23,13,21,21
23,15,22,12,22,20
22,14,21,11,23,19
21,13,22,10,22,18
22,12,23,9,21,17
23,11,22,8,22,16
22,10,21,7,23,15
21,9,22,6,22,14
22,8,23,5,21,13
23,7,22,4,22,12
22,6,21,3,23,11
21,5,22,2,22,10
22,4,23,1,21,9
23,3,22,1,22,8
22,2,21,1,23,7
21,1,22,2,22,6
22,2,21,3,21,7
21,3,20,4,22,8
20,4,21,5,23,8
21,5,22,6,24,9
22,6,23,7,25,10
23,7,24,8,26,11
24,8,25,9,27,12
25,9,26,10,28,13
26,10,27,11,27,14
27,11,26,12,26,15
26,12,27,13,25,16
27,13,26,14,24,17
26,14,25,15,23,18
25,15,24,16,22,19
24,16,23,17,21,20
23,17,22,18,20,21
22,18,23,19,21,22
23,19,22,20,22,23
22,20,23,21,23,24
23,21,22,22,22,25
22,22,23,23,21,26
23,23,22,24,20,27
22,24,21,25,19,28
21,25,20,26,18,29
20,26,19,27,17,29
19,27,18,28,16,28
18,28,17,27,15,27
17,27,16,28,16,28
