Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,4,2,3,2,3
20,27,12,19,23,16
19,26,13,18,22,17
18,25,14,18,21,18
17,24,15,19,20,19
16,23,14,18,20,20
15,22,13,17,19,21
14,21,12,16,18,22
13,20,11,15,17,21
12,19,10,14,16,20
11,18,9,13,15,19
10,17,8,12,14,18
9,16,7,11,13,17
8,15,6,10,12,16
7,14,5,9,11,15
6,13,4,8,10,14
5,12,3,7,9,13
4,11,2,6,8,12
3,10,2,5,7,11
2,9,3,4,6,10
1,8,4,5,5,9
1,7,4,6,4,10
1,6,3,7,3,11
2,5,2,8,4,12
2,6,3,9,5,12
3,7,4,10,6,13
4,8,5,11,7,14
5,9,6,12,8,15
6,10,7,13,9,16
7,11,8,14,10,17
8,12,9,15,11,18
9,13,10,16,12,19
10,14,11,17,13,20
11,15,12,18,14,21
12,16,13,19,15,22
13,17,14,20,16,23
14,18,15,21,17,24
15,19,16,22,18,25
16,20,17,23,19,26
17,21,18,24,20,27
18,22,19,25,21,28
19,23,20,26,22,29
20,24,21,27,23,29
20,25,22,28,24,28
19,26,23,27,25,27
20,27,24,26,26,26
21,26,25,27,27,25
22,27,26,26,28,24
23,26,27,25,27,23
24,27,26,24,26,22
25,28,25,23,25,21
25,27,25,22,24,20
25,26,25,21,23,19
25,25,24,20,22,18
24,24,23,19,21,17
23,23,22,18,20,16
22,22,21,17,19,15
21,21,20,16,18,14
20,20,19,15,17,13
19,19,18,14,16,12
18,18,17,13,15,11
17,17,16,12,14,10
16,16,15,11,13,9
17,15,14,10,12,8
16,14,13,9,11,7
15,13,12,8,10,6
14,12,11,7,9,5
13,11,10,6,8,4
12,10,9,5,7,3
11,9,8,4,6,2
10,8,7,3,5,1
9,7,6,2,4,0
8,6,5,1,3,1
7,5,4,2,2,2
7,4,3,3,1,3
6,3,2,4,1,4
5,4,2,3,2,3
