Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
9,4,8,1,8,1
22,26,21,5,15,22
21,25,20,4,16,23
22,24,19,3,17,24
22,23,18,4,18,24
23,22,19,5,19,23
24,21,20,6,20,22
25,20,21,7,21,21
26,19,21,8,22,20
26,18,21,9,23,20
26,17,22,10,24,21
26,16,21,9,25,20
25,15,20,8,26,19
26,14,19,7,25,18
27,13,18,6,26,17
26,12,17,5,27,16
25,11,16,4,26,15
24,10,15,3,26,14
23,9,14,2,27,13
22,8,13,1,26,12
21,7,12,1,25,11
20,6,11,1,24,10
19,5,10,1,23,9
18,4,9,1,22,8
17,3,8,1,21,7
16,2,7,1,20,6
15,1,6,2,19,5
14,2,5,3,18,4
13,2,4,2,17,3
12,1,3,1,16,2
11,0,3,2,15,1
10,1,3,3,14,0
9,2,3,4,13,1
8,3,3,5,12,2
7,4,3,6,11,3
6,5,3,7,10,4
5,6,3,8,9,5
4,7,3,9,8,6
3,8,4,10,7,7
2,9,5,9,7,6
3,9,6,8,8,5
4,8,7,7,9,4
5,7,8,6,10,3
6,6,9,5,11,2
7,5,10,4,10,1
8,6,9,3,9,0
9,5,8,2,8,0
8,5,9,1,9,0
9,4,8,1,8,1
