Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,23,2,22,2,22
18,24,3,21,7,1
17,23,3,20,8,2
16,22,3,19,9,3
15,21,3,18,10,4
14,20,2,17,11,5
13,19,2,16,12,6
12,18,2,15,13,7
11,17,2,14,12,8
10,16,2,14,11,9
9,15,2,14,10,10
8,15,2,14,9,11
7,16,2,14,8,12
6,16,2,14,8,13
5,15,2,14,9,14
4,14,2,15,8,15
3,14,2,16,9,14
2,15,3,17,8,13
3,16,4,18,7,12
4,17,5,19,6,13
4,18,4,20,5,14
3,19,3,21,4,15
2,20,4,22,3,16
3,21,5,23,2,17
4,22,6,24,3,18
5,23,7,25,4,19
6,24,8,26,5,20
7,25,9,27,6,21
8,26,10,28,7,22
9,27,11,28,8,23
10,28,12,27,9,24
11,29,11,26,8,24
11,28,10,25,7,23
10,27,9,24,6,22
9,26,8,23,5,21
8,25,7,22,4,20
7,24,6,21,3,21
8,23,5,22,2,22
7,22,4,23,1,23
6,23,3,22,1,22
6,22,2,23,1,23
5,23,2,22,2,22
