Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,5,2,6,7,2
7,28,3,25,8,9
6,27,2,24,7,10
5,28,2,23,6,11
4,27,2,22,5,12
3,26,2,21,4,13
2,25,3,20,3,14
3,24,2,19,4,15
2,23,3,18,5,15
3,22,4,17,6,14
4,21,5,16,7,13
5,20,6,15,8,12
6,19,7,14,9,11
7,18,8,13,10,10
8,17,9,12,11,9
9,16,10,11,12,8
10,15,11,10,13,7
10,14,12,9,14,6
10,13,13,8,15,5
11,12,13,7,16,5
12,11,14,6,17,4
13,10,15,5,18,3
14,9,16,4,19,2
14,8,17,3,20,1
13,7,18,2,21,0
14,6,19,1,22,1
15,5,20,2,23,2
16,4,21,3,24,3
17,3,22,4,25,4
18,4,23,3,26,5
19,3,24,4,27,6
20,4,25,5,27,7
21,5,26,6,27,8
22,6,26,7,26,9
23,5,25,8,25,10
24,4,24,9,26,11
24,5,25,10,27,12
25,6,26,11,28,13
26,7,27,12,27,14
27,8,26,13,26,15
26,9,27,14,25,16
27,10,26,15,24,17
26,11,25,16,23,18
25,12,24,17,22,19
24,13,23,18,21,20
23,14,22,19,20,21
22,15,21,20,19,22
21,16,20,21,18,23
20,17,19,22,17,24
19,18,18,23,16,23
19,19,17,22,15,22
20,20,16,21,14,21
19,21,15,20,13,20
18,20,14,21,12,19
17,21,13,20,11,18
16,20,12,19,10,17
15,19,11,18,9,16
14,18,10,17,8,15
13,17,9,16,7,14
12,16,8,15,6,13
11,16,7,14,5,12
10,15,6,13,4,11
9,14,5,12,3,10
8,13,4,11,2,9
7,12,3,10,2,8
6,11,3,9,3,7
5,11,2,10,4,6
4,11,2,10,5,6
3,11,2,10,6,7
2,10,3,10,7,8
3,10,4,11,8,9
4,11,5,12,8,8
5,12,6,11,7,7
6,11,6,10,6,6
6,10,6,9,5,5
6,9,6,8,4,4
6,8,5,7,4,3
5,7,4,6,5,2
4,6,5,5,6,1
5,5,6,6,7,1
6,6,5,5,6,1
5,5,4,4,7,1
4,4,3,5,8,1
3,5,4,6,7,2
4,6,4,5,6,1
4,5,4,4,7,1
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
3,5,4,4,7,2
4,4,3,5,8,1
3,5,2,6,7,2
2,6,3,5,6,2
