Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,25,11,26,11,26
26,4,12,18,17,20
25,5,13,18,18,19
24,6,14,18,19,18
23,7,15,17,20,17
22,8,16,16,21,16
21,9,17,15,22,15
20,10,18,14,22,14
19,10,19,14,23,13
18,10,20,14,24,12
17,11,21,13,24,11
18,12,22,12,25,10
19,13,23,11,26,9
20,12,24,10,27,8
21,11,25,9,28,7
22,10,26,8,28,6
23,9,27,7,27,5
24,9,26,6,26,4
25,10,25,5,25,3
25,9,25,4,24,2
25,8,25,3,23,1
25,7,24,2,22,0
24,6,23,1,21,1
24,5,22,2,20,2
25,4,21,3,19,3
24,3,20,4,18,4
23,4,19,3,17,5
22,3,18,4,16,6
21,4,17,5,15,7
20,5,16,6,14,8
19,6,15,7,13,9
18,7,14,8,12,10
17,8,13,9,11,11
16,9,12,10,10,12
15,10,11,11,9,13
14,11,10,12,8,14
13,12,9,13,7,15
12,13,8,14,6,16
11,14,7,15,5,17
10,15,6,16,4,18
9,16,5,17,3,19
8,17,4,18,2,20
7,18,3,19,3,21
6,17,4,20,4,22
5,16,5,21,5,23
5,17,5,22,6,24
5,18,5,23,7,25
5,19,6,24,8,26
6,20,7,25,9,27
7,21,8,26,10,28
8,22,9,27,11,29
9,23,10,28,12,28
9,24,11,27,12,27
8,25,11,26,11,26
