Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,1,3,1,3,1
11,25,20,5,12,1
12,25,19,4,11,2
13,24,19,3,12,3
14,23,19,4,13,4
15,22,19,5,14,5
16,21,18,6,14,6
17,20,17,7,13,7
17,19,16,8,12,8
16,18,15,9,11,9
15,17,14,10,10,10
14,16,13,11,9,11
13,15,12,12,8,12
13,14,11,11,7,13
12,13,10,10,7,14
12,12,9,9,8,15
11,11,8,8,9,14
12,10,7,7,10,13
13,9,6,6,11,12
14,8,5,5,12,11
15,7,4,4,13,10
14,6,3,3,14,9
13,5,2,2,14,8
12,4,2,1,13,7
11,3,2,1,12,6
10,2,2,1,11,5
9,1,2,2,10,4
8,0,3,3,9,3
7,0,2,2,8,2
6,0,2,1,7,1
5,1,2,2,6,0
4,2,2,1,5,1
3,1,2,1,4,2
2,1,3,1,3,1
