Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
14,24,13,27,13,27
12,26,15,20,5,21
13,25,16,19,6,22
14,24,17,18,7,23
15,23,18,17,8,24
16,22,19,16,9,23
17,21,20,15,10,22
18,20,21,14,11,21
19,19,22,13,12,20
20,18,23,12,13,19
21,17,24,11,14,18
22,16,25,10,15,17
23,15,26,9,16,16
24,14,27,8,17,15
25,13,27,7,18,14
25,12,27,6,19,13
26,11,27,5,20,12
27,10,26,4,21,11
26,9,25,3,22,10
27,8,24,2,23,9
28,7,24,3,24,8
28,6,25,4,25,8
28,5,24,3,26,9
28,4,23,2,27,8
27,3,22,1,28,7
26,2,21,1,27,6
25,1,21,2,26,5
24,0,22,3,26,4
23,0,21,3,27,3
22,1,20,4,26,2
21,2,19,5,25,1
20,3,18,6,24,2
19,4,17,7,23,3
18,5,16,8,22,4
17,6,15,9,21,5
16,7,14,10,20,6
15,8,13,11,19,7
14,9,12,12,18,8
13,10,11,13,17,9
12,11,10,14,16,10
11,12,9,15,15,11
10,13,8,16,14,12
9,14,7,17,13,13
8,15,6,18,12,14
7,16,5,19,11,15
6,17,4,20,10,16
5,18,3,21,9,17
4,19,3,22,8,18
3,20,4,23,7,19
2,21,5,22,6,18
3,22,5,21,5,17
4,23,4,20,4,16
4,22,4,19,5,15
4,21,4,18,6,14
4,20,5,17,7,14
5,19,6,16,8,13
6,18,7,15,9,12
7,17,8,14,10,11
8,16,9,13,11,10
9,15,10,12,12,9
10,14,11,11,13,8
11,13,12,10,14,7
12,12,13,9,15,6
13,11,14,8,16,5
14,10,15,7,17,5
14,9,16,6,18,4
15,8,17,5,19,3
16,7,18,4,20,2
17,6,19,3,21,1
18,5,20,2,22,0
19,4,21,1,23,1
18,4,22,2,24,2
17,5,23,3,25,3
18,4,24,4,26,4
19,4,25,4,27,5
20,4,26,4,28,6
21,4,27,5,27,7
22,5,26,6,26,8
23,4,25,7,25,9
24,3,24,8,24,10
24,4,24,9,23,11
24,5,24,10,22,12
24,6,23,11,21,13
23,7,22,12,20,14
22,8,21,13,19,15
21,9,20,14,18,16
20,10,19,15,17,17
19,11,18,16,16,18
18,12,17,17,15,19
17,13,16,18,14,20
16,14,15,19,13,21
15,15,14,20,12,22
14,16,13,21,12,23
13,17,13,22,13,24
13,18,13,23,12,25
13,19,13,24,13,26
13,20,13,25,12,27
13,21,13,26,13,28
13,22,13,27,12,29
13,23,13,28,13,29
13,24,13,28,12,28
14,24,13,27,13,27
