Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
18,20,17,19,19,25
20,12,17,20,21,4
19,13,17,20,20,5
18,14,17,20,19,6
17,15,18,20,18,7
18,16,19,21,17,8
19,17,20,22,18,9
20,18,21,23,19,10
21,19,20,24,20,11
20,20,19,25,21,12
19,21,20,26,20,13
20,22,21,27,19,14
21,23,20,28,20,15
20,24,19,28,21,16
19,25,20,28,20,17
20,26,21,28,19,18
21,27,20,28,20,19
20,28,19,27,21,20
19,27,20,26,20,21
20,26,21,25,19,21
21,25,20,24,18,21
20,24,19,23,17,20
19,23,20,22,16,19
20,22,21,21,15,20
21,21,20,20,16,21
20,20,19,21,15,20
19,21,18,20,14,21
18,20,17,19,13,22
17,19,18,20,14,23
18,20,19,21,15,24
19,21,18,20,14,23
18,20,17,20,15,24
17,20,18,21,16,25
18,21,19,21,15,24
19,21,18,20,15,23
18,20,17,19,15,24
17,19,18,20,16,25
18,20,19,21,17,26
19,21,18,20,16,25
18,20,17,19,17,26
17,19,18,20,18,25
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
19,21,18,20,18,26
18,20,17,19,19,25
17,19,18,20,18,24
18,20,19,21,19,25
