Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,3,24,4,24,4
20,15,18,28,16,24
20,16,17,27,16,23
20,17,17,26,17,22
20,18,18,25,18,21
21,17,19,24,19,20
22,16,20,23,20,19
23,15,21,22,21,18
24,14,22,21,22,17
25,13,23,20,23,16
26,12,24,19,24,15
27,11,25,18,25,14
26,10,26,17,26,13
25,9,26,16,25,12
24,8,25,15,24,11
23,7,24,14,23,10
22,6,23,13,22,9
21,5,22,12,21,8
20,4,21,11,20,7
19,3,20,10,19,6
18,2,19,9,18,5
19,1,18,8,17,4
20,0,18,7,18,3
21,0,19,6,19,2
22,1,20,5,20,1
23,2,21,4,21,0
24,3,20,3,22,0
23,4,21,2,23,0
22,5,22,1,24,1
21,5,23,2,25,2
20,4,24,3,25,3
21,3,24,4,24,4
