Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,16,5,17,10,16
8,4,6,20,26,17
7,5,5,20,25,16
6,6,4,20,24,15
5,7,3,19,23,14
4,8,2,18,22,13
5,9,2,18,21,12
6,10,2,18,20,11
7,11,2,18,19,11
6,12,2,18,18,11
5,13,2,18,17,12
4,14,2,18,16,13
3,15,2,18,15,14
2,16,3,19,14,15
3,17,4,20,13,16
4,18,5,20,12,17
5,19,6,20,11,17
6,20,5,19,10,16
5,19,4,18,10,17
4,18,5,17,11,18
5,17,6,16,10,17
6,16,5,17,11,16
5,17,4,18,10,16
4,18,5,17,9,15
5,17,6,16,10,15
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
6,16,5,15,11,16
5,15,4,16,10,17
4,16,5,17,10,16
5,17,6,16,10,17
