Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,23,3,22,3,22
5,8,6,20,20,11
6,9,7,20,19,10
7,10,6,20,18,9
6,11,5,20,17,10
5,12,4,21,16,11
4,13,3,22,15,12
3,14,3,23,14,13
3,15,3,23,13,14
3,16,3,23,12,15
3,17,3,23,11,16
3,18,3,23,10,17
3,19,3,23,9,18
3,20,3,23,8,19
3,21,4,24,7,20
2,22,5,25,6,20
2,23,5,25,5,20
2,24,6,26,4,20
3,25,7,27,3,21
4,26,8,28,3,22
5,27,9,28,4,23
6,28,10,27,5,24
7,29,9,26,5,25
8,29,8,26,4,26
9,28,7,27,3,27
8,27,6,28,4,26
7,28,5,27,3,25
6,27,4,26,2,24
5,26,3,25,2,23
4,25,3,24,3,22
3,24,4,23,4,21
4,23,3,22,3,22
