Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,2,3,3,3,3
27,6,24,28,9,10
26,7,23,28,10,9
25,8,22,28,11,8
24,9,21,28,12,8
23,10,20,28,13,9
22,11,19,28,14,10
21,12,18,28,15,11
20,13,17,27,16,12
21,14,17,26,17,13
22,15,17,25,18,14
23,16,17,24,19,15
24,17,18,23,20,16
25,18,18,22,21,17
26,19,18,21,22,18
27,20,18,20,23,19
28,19,18,20,24,20
28,20,19,19,25,19
28,21,20,19,26,20
28,20,21,19,27,21
27,19,22,20,28,20
26,20,21,19,27,19
25,19,20,18,26,20
24,18,19,19,25,19
23,19,18,19,24,18
22,18,17,19,23,19
21,19,16,19,22,18
20,18,15,19,21,19
19,19,14,18,20,18
18,18,13,17,19,19
17,19,12,16,18,18
16,18,11,15,17,19
15,17,11,14,16,18
14,16,11,13,15,17
13,15,10,12,14,16
12,14,9,11,13,15
11,13,8,10,12,14
10,12,7,9,11,13
9,11,6,8,10,12
8,10,5,7,9,11
7,9,4,6,8,10
6,8,3,5,7,9
5,7,2,4,6,8
4,6,2,3,5,7
3,5,2,2,4,6
2,4,3,1,3,5
3,3,2,2,2,4
2,2,3,3,3,3
