Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
18,26,18,26,14,25
15,1,3,17,26,9
14,1,4,16,25,8
13,1,3,17,24,7
12,1,3,18,23,6
11,1,3,19,22,5
10,1,3,20,21,4
9,1,2,21,20,3
8,1,2,22,19,2
7,2,2,23,18,1
6,3,3,24,17,2
5,4,3,25,16,3
4,5,3,24,15,4
3,6,4,24,14,5
3,7,5,24,13,6
2,8,6,24,12,7
2,9,7,23,11,8
2,10,8,22,10,9
2,11,9,21,9,9
3,12,8,20,8,10
3,13,7,19,7,11
3,14,6,18,6,12
2,15,5,17,5,11
3,16,6,18,6,10
4,17,7,19,5,11
5,18,8,20,5,12
6,19,9,21,6,13
7,20,10,22,7,14
8,21,11,23,8,15
9,22,12,24,9,16
10,23,13,25,10,17
11,24,14,26,11,18
12,25,15,27,12,19
13,26,16,28,13,20
14,27,17,28,14,21
15,28,18,27,15,22
14,27,19,26,14,21
15,26,19,25,13,22
16,25,20,24,14,23
17,26,21,23,15,24
18,27,20,24,16,25
19,26,19,25,15,26
18,26,18,26,14,25
