Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
12,26,12,26,12,25
13,27,19,23,11,2
14,26,20,22,12,3
15,25,21,21,13,4
16,24,22,20,14,5
17,23,23,19,15,6
18,22,24,18,16,7
19,21,25,17,16,8
20,20,26,16,16,9
21,19,26,15,16,10
22,18,26,14,17,11
23,17,26,13,18,12
24,16,26,12,19,13
25,15,27,11,20,14
26,14,26,10,21,14
25,13,25,9,22,13
26,14,25,8,23,12
26,15,25,9,24,13
26,16,25,10,25,14
25,17,26,11,25,15
24,18,25,12,26,16
23,19,25,13,25,17
22,20,24,14,24,18
21,21,23,15,23,19
20,22,22,16,22,20
19,23,21,17,21,21
18,24,20,18,20,22
17,25,19,19,19,23
16,26,18,20,18,24
15,27,17,21,17,25
14,28,16,22,16,26
13,28,15,23,15,27
12,27,14,24,14,27
11,26,13,25,13,26
12,26,12,26,12,25
