Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,3,17,3,17,3
22,22,10,21,3,3
21,21,10,20,2,2
20,20,9,19,2,1
19,19,8,18,2,2
18,18,7,19,2,1
17,18,6,19,2,2
16,18,5,20,2,1
15,19,4,21,2,2
14,20,3,22,2,1
13,21,2,23,3,1
12,21,3,24,4,2
11,22,2,23,5,3
10,22,2,22,6,4
10,21,2,21,7,5
10,20,2,22,8,6
10,21,2,23,9,7
10,22,3,24,9,8
10,23,2,23,9,9
10,22,2,22,9,10
10,21,2,23,9,11
10,22,2,23,9,12
10,23,2,22,9,13
10,22,2,21,9,12
10,21,2,20,9,13
10,20,2,19,9,12
9,19,2,18,9,13
8,19,2,17,8,13
9,18,3,16,7,13
8,18,4,15,8,13
7,18,5,14,9,12
6,17,6,13,10,11
6,16,7,12,11,10
6,15,8,11,12,9
6,14,9,10,13,8
7,13,10,9,14,7
8,12,11,8,15,6
9,11,12,7,16,5
10,10,13,6,17,4
11,9,14,5,18,3
12,8,15,4,19,2
13,7,16,3,20,1
14,6,17,2,21,2
15,5,18,3,20,3
14,6,19,4,21,2
15,5,20,3,20,1
16,4,19,2,19,1
15,5,18,2,20,2
16,4,19,3,20,3
17,3,19,4,19,3
16,2,18,3,18,4
17,3,17,3,17,3
