Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,27,21,5,4,27
22,16,18,2,23,14
21,17,19,3,22,15
20,18,20,4,21,16
21,19,20,5,20,17
21,20,21,6,20,18
21,21,21,7,21,19
20,22,22,8,21,20
19,23,22,9,21,21
18,24,22,8,20,22
17,25,22,9,19,23
16,26,22,8,18,24
15,27,22,9,17,25
14,28,22,8,16,26
13,28,22,7,15,27
12,27,21,7,14,27
11,26,20,6,13,26
10,26,21,7,12,25
9,26,20,6,11,25
8,26,21,7,10,25
7,26,20,6,9,25
6,27,21,7,8,25
5,28,21,6,7,26
4,28,20,6,6,27
3,29,21,5,5,27
2,29,20,6,4,28
2,28,21,5,3,28
3,29,20,6,4,28
2,29,21,5,5,28
3,28,20,6,4,28
4,27,21,5,4,27
