Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,18,16,18,16,18
25,6,8,13,22,23
26,5,9,14,23,22
27,5,10,15,24,21
26,5,11,16,25,20
25,5,12,17,25,19
24,5,13,18,24,18
25,5,14,17,23,17
26,5,15,16,24,16
27,5,16,15,25,15
26,5,17,14,26,14
25,5,18,13,25,13
26,5,19,12,24,14
25,6,20,13,25,13
24,5,21,12,24,12
25,5,22,11,25,13
24,6,23,12,26,14
24,5,24,13,26,15
25,6,25,14,26,16
26,7,25,15,25,17
25,8,26,16,24,18
25,9,25,17,23,19
24,10,24,18,22,20
23,11,23,19,21,21
22,12,22,20,20,22
21,13,21,21,19,22
20,14,20,21,18,21
19,15,19,20,17,20
18,16,18,19,16,20
17,17,17,19,15,19
16,18,16,18,16,18
