Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,20,26,1,26,1
18,9,15,28,12,4
19,10,14,27,13,5
20,11,14,26,14,6
21,12,15,25,14,7
22,13,15,24,14,7
23,14,14,23,14,7
24,14,13,22,13,7
25,15,12,21,14,6
26,16,12,20,14,5
26,17,12,19,14,4
26,18,11,19,15,3
26,19,10,18,16,2
26,18,11,17,17,1
26,17,10,16,18,1
26,16,9,15,19,2
27,17,8,14,20,3
27,18,9,13,21,4
27,19,10,12,22,3
27,20,11,11,23,2
27,21,12,10,24,1
27,22,12,9,25,1
27,23,12,8,26,1
26,24,13,7,27,1
25,24,14,6,27,1
24,23,14,5,27,1
24,23,14,4,27,2
24,23,15,3,27,1
25,23,16,2,26,1
24,23,17,2,26,2
25,24,18,2,27,1
24,23,19,2,26,0
24,22,20,1,27,1
23,21,21,2,26,0
22,20,22,1,27,1
22,19,23,2,28,0
22,19,24,1,27,1
21,20,25,2,28,2
22,19,26,3,27,1
21,19,26,2,28,0
22,19,27,1,27,0
22,20,26,1,26,1
