Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,15,3,15,4,15
14,23,9,23,17,2
14,22,8,23,16,3
14,23,7,24,15,4
14,24,6,23,14,5
14,23,5,22,13,4
14,22,4,21,14,5
14,21,4,20,13,4
14,20,3,21,14,5
13,19,3,22,13,4
12,19,3,23,12,4
11,19,3,24,11,4
10,19,3,25,10,3
9,20,3,26,9,3
8,21,3,27,8,3
7,22,2,28,7,4
6,23,3,28,6,5
5,24,2,28,5,6
4,25,3,28,4,7
4,26,4,28,3,8
3,27,3,28,3,9
3,28,4,27,3,10
3,27,5,26,3,11
4,26,6,25,4,12
5,25,7,24,5,13
6,24,8,23,5,14
7,23,9,22,5,15
8,22,9,21,5,16
8,21,8,20,5,17
7,20,7,19,4,16
6,19,6,18,3,15
5,18,5,17,3,14
4,17,4,16,3,13
3,16,4,15,4,14
4,15,3,15,4,15
