Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,24,20,18,25,24
4,3,26,11,3,14
5,2,25,10,4,13
6,1,24,9,5,12
7,1,23,8,6,11
8,1,22,7,7,10
9,1,21,6,8,9
10,1,20,5,9,8
11,1,19,4,10,7
12,1,18,3,11,6
13,1,19,2,12,5
14,1,20,1,13,4
15,1,21,0,14,3
16,1,22,0,15,2
17,2,23,0,16,1
18,3,24,0,17,1
19,4,25,0,18,2
20,5,26,0,19,3
21,6,27,0,20,4
22,7,28,0,21,5
23,8,27,0,22,6
24,9,26,1,23,7
25,10,25,2,24,8
24,11,24,3,25,9
23,12,23,4,24,10
24,13,22,5,23,11
25,14,21,6,23,12
26,15,20,7,24,13
26,16,19,8,25,14
25,17,20,9,25,15
24,18,20,10,24,16
24,19,19,11,23,17
24,20,18,12,23,18
25,21,18,13,23,19
26,22,18,14,24,20
26,23,19,15,25,21
25,24,20,16,25,22
24,25,20,17,24,23
25,26,19,18,23,24
26,26,20,19,24,25
26,25,21,19,25,25
25,24,20,18,25,24
