Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,25,19,25,16,25
2,28,3,16,26,5
3,27,4,16,27,4
4,26,5,16,27,3
5,26,6,16,26,2
6,26,7,15,26,1
7,25,8,14,25,1
8,24,9,13,26,1
9,23,10,12,25,1
10,22,11,11,26,1
11,21,12,10,25,1
12,20,13,9,26,1
13,19,14,8,25,1
14,18,13,7,26,1
13,17,12,6,25,1
12,16,12,5,26,1
12,15,12,4,25,1
12,14,12,3,26,1
13,13,13,2,25,1
14,12,14,1,26,2
13,11,15,1,27,3
13,10,16,1,27,4
13,9,17,2,26,5
12,8,18,3,26,6
11,7,19,4,26,7
11,6,20,5,26,8
10,6,21,6,26,9
11,7,22,7,27,10
12,8,23,8,27,11
13,9,24,9,27,12
13,10,25,10,27,13
13,11,26,11,27,14
14,12,27,12,26,15
14,13,26,13,25,16
14,14,25,14,24,17
15,15,24,15,25,18
15,16,25,16,25,19
15,17,25,17,24,20
15,18,24,18,23,21
15,19,23,19,22,22
14,20,22,20,21,23
14,21,21,21,20,24
14,22,20,22,19,24
14,23,19,23,18,25
15,24,18,24,17,26
16,25,19,25,16,25
