Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,26,25,7,27,7
17,28,11,24,15,19
16,27,12,23,16,19
15,26,12,22,16,18
14,25,13,21,17,17
13,25,14,20,18,16
14,25,15,19,19,15
15,25,16,18,20,14
16,25,17,17,21,13
17,26,18,16,22,12
16,25,19,15,23,11
17,26,20,14,24,10
16,25,21,13,25,9
17,26,22,12,26,8
16,25,23,11,26,7
17,26,24,10,25,6
16,25,24,9,24,6
17,26,23,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
17,26,25,8,25,6
16,25,24,7,26,6
17,26,25,7,27,7
16,25,26,8,27,8
17,26,26,9,26,7
16,25,25,8,25,6
17,26,24,7,26,6
16,25,25,7,27,7
17,26,26,8,27,8
16,25,26,9,26,7
