Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,1,25,14,25,14
20,14,17,23,12,1
19,15,16,23,13,2
18,16,15,23,14,3
17,17,14,23,15,4
16,18,13,23,16,5
15,19,12,24,15,5
14,20,11,25,14,5
13,21,10,26,13,5
12,22,9,27,12,4
11,23,8,28,13,5
10,24,7,28,12,4
9,25,6,28,13,5
8,26,5,28,12,4
7,27,4,28,13,5
6,27,3,27,12,4
5,28,2,26,13,5
4,27,2,25,12,4
3,26,2,24,13,5
3,25,3,23,12,4
4,24,2,22,13,5
3,23,2,21,12,4
3,22,3,20,13,5
4,21,4,19,13,4
5,20,3,18,14,3
4,19,2,17,13,4
3,18,2,16,12,4
3,17,3,15,13,5
4,16,4,14,14,4
5,15,3,13,15,3
4,14,2,12,14,4
3,13,2,11,13,5
3,12,3,10,12,4
3,11,2,9,13,3
2,10,2,8,12,2
3,9,3,7,12,1
4,10,4,6,13,1
5,11,3,5,14,1
4,11,4,4,15,1
5,11,4,3,16,1
6,10,4,2,17,1
6,9,5,1,18,2
6,8,4,1,19,3
6,7,4,2,18,4
5,6,4,1,17,5
5,5,5,1,16,5
4,4,6,1,15,4
4,3,7,1,14,3
5,2,8,1,15,4
6,1,9,2,16,5
5,1,10,2,17,6
6,1,11,2,18,7
5,1,12,3,19,8
6,1,13,4,20,9
5,1,14,5,21,10
6,1,15,5,21,11
5,1,16,5,21,12
6,1,17,6,22,13
5,1,18,7,23,14
6,1,19,8,24,15
5,1,20,9,25,16
6,1,21,10,25,17
5,1,21,11,26,16
6,1,21,12,25,17
5,1,22,13,26,16
6,1,23,14,25,17
5,1,24,15,26,16
6,1,25,15,26,15
5,1,25,14,25,14
