Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,2,8,2,8,2
22,10,27,25,11,21
23,11,26,24,12,20
24,12,25,23,13,19
24,13,24,24,12,18
23,14,23,25,13,17
22,15,24,26,14,16
23,16,25,27,15,16
24,17,26,28,16,17
25,18,27,28,17,18
25,17,26,28,18,19
25,18,25,28,19,18
25,19,24,28,20,19
25,18,23,27,21,20
25,17,22,26,22,19
26,16,23,25,23,18
27,15,24,24,24,17
27,14,25,23,25,16
27,13,26,22,26,15
26,12,26,21,26,14
25,11,26,20,26,13
24,10,25,19,26,12
23,9,25,18,25,11
22,8,24,17,24,10
21,7,23,16,23,9
20,6,22,15,22,8
19,5,21,14,21,7
18,4,20,13,20,6
17,3,19,12,19,5
16,2,18,11,18,4
15,1,17,10,17,3
14,1,16,9,16,2
13,2,15,8,15,2
12,3,14,7,14,3
11,2,13,6,13,4
10,1,12,5,12,3
9,1,11,4,11,2
8,2,10,3,10,2
7,1,9,2,9,3
8,2,8,2,8,2
