Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,23,23,22,23,22
8,10,23,18,21,1
9,10,22,17,20,1
10,11,21,17,19,2
11,12,20,17,18,3
12,13,19,17,17,4
13,14,20,17,16,5
14,15,21,17,15,6
15,16,22,18,15,7
16,17,23,19,16,8
16,18,24,20,17,9
16,19,24,21,17,10
16,20,23,22,17,11
16,21,23,23,17,12
17,22,23,24,17,13
18,23,24,25,17,14
19,24,25,26,17,15
20,25,26,27,18,16
21,26,26,28,19,17
22,27,27,28,20,17
23,27,26,27,21,17
24,26,27,28,22,18
25,27,26,28,23,19
25,28,25,27,24,20
24,27,24,26,25,20
25,26,24,25,24,21
24,25,23,24,23,20
23,24,24,23,23,21
23,23,23,22,23,22
