Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,27,26,28,26,28
5,27,3,16,23,21
4,26,2,15,22,22
3,25,2,14,21,23
2,24,3,13,20,24
3,23,4,12,19,23
3,22,5,11,18,22
2,22,6,10,17,21
2,23,7,9,16,22
2,22,8,10,15,23
3,21,9,11,14,22
3,20,10,12,13,21
3,19,11,13,14,22
4,18,12,14,15,23
5,17,13,15,16,24
6,16,14,16,17,25
7,17,15,17,18,26
8,18,16,18,19,27
9,19,17,19,20,28
10,20,18,20,21,28
11,21,19,21,22,28
12,22,20,22,23,28
13,23,21,23,24,28
14,24,22,24,25,28
15,25,23,25,26,28
16,26,24,26,27,28
17,27,25,27,27,28
18,28,26,27,27,27
19,27,26,28,26,28
