Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,15,25,26,27,26
5,1,21,19,10,19
4,1,20,18,9,20
3,1,19,19,8,21
3,2,18,20,7,22
3,1,17,21,6,23
3,2,16,22,5,24
3,1,15,23,4,25
4,1,14,24,3,26
5,2,13,25,3,27
6,3,12,26,3,28
7,4,11,27,3,27
8,5,10,26,3,26
9,6,9,25,3,27
8,7,8,26,3,28
7,8,7,27,2,28
6,9,6,27,3,27
5,9,5,26,3,26
4,10,4,25,3,27
3,11,4,26,4,28
3,12,3,27,3,28
3,13,3,28,4,27
3,14,3,27,5,26
3,15,4,26,6,25
3,14,5,25,7,24
3,15,6,24,8,23
3,14,7,23,9,22
3,15,8,22,10,21
3,14,9,21,11,20
3,15,10,20,12,19
3,14,11,19,13,18
3,15,12,18,14,17
3,14,13,17,15,16
3,15,14,16,16,15
3,14,15,15,17,16
3,15,16,15,18,17
3,14,17,16,19,18
3,15,18,17,20,19
3,14,19,18,21,20
3,15,20,19,22,21
3,14,21,20,23,22
3,15,22,21,24,23
3,14,23,22,25,24
3,15,24,23,26,25
3,14,25,24,26,26
3,15,25,25,25,27
3,14,24,26,24,28
3,15,23,27,25,28
3,14,24,27,26,27
3,15,25,26,27,26
3,14,26,25,27,27
3,15,26,26,26,28
3,14,25,27,25,28
3,15,24,27,26,27
3,14,25,26,26,26
3,15,25,25,25,27
3,14,24,26,24,28
3,15,23,27,25,28
3,14,24,27,26,27
3,15,25,26,27,26
3,14,26,25,27,27
3,15,26,26,26,28
3,14,25,27,25,28
3,15,24,27,26,27
3,14,25,26,26,26
3,15,25,25,25,27
3,14,24,26,24,28
3,15,23,27,25,28
3,14,24,27,26,27
3,15,25,26,27,26
3,14,26,25,27,27
3,15,26,26,26,28
3,14,25,27,25,28
3,15,24,27,26,27
3,14,25,26,26,26
3,15,25,25,25,27
3,14,24,26,24,28
3,15,23,27,25,28
3,14,24,27,26,27
3,15,25,26,27,26
3,14,26,25,27,27
3,15,26,26,26,28
