Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,27,25,27,15,15
8,15,14,28,24,11
9,16,15,28,23,12
10,17,16,28,22,13
11,18,17,27,21,13
12,19,18,26,20,12
12,20,19,25,19,12
11,21,18,24,18,12
11,22,17,23,19,11
10,22,18,22,20,10
11,21,19,21,21,9
12,20,20,20,21,8
13,19,21,21,20,8
12,20,22,22,19,9
11,21,23,23,18,10
11,22,24,24,17,11
11,23,25,25,16,12
12,24,26,26,15,13
12,25,27,27,14,14
11,26,27,28,13,13
12,27,26,28,12,13
13,27,27,27,13,13
14,26,26,26,14,14
15,26,27,27,15,15
16,26,27,28,16,15
17,27,26,28,15,15
18,27,27,27,16,15
19,26,27,28,15,15
20,27,26,28,16,15
21,27,27,27,15,15
22,26,27,28,16,15
23,27,26,28,15,15
24,27,27,27,16,15
25,26,27,28,15,15
26,27,26,28,16,15
25,27,25,27,15,15
