Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,26,25,26,18,26
12,5,18,25,8,28
13,6,18,26,7,28
14,7,18,27,8,28
15,8,18,28,8,27
16,9,18,27,8,26
17,10,18,26,8,25
17,11,18,25,7,24
17,12,17,24,6,23
16,13,16,23,5,22
15,14,15,22,4,21
14,15,16,23,3,20
15,16,17,24,4,19
16,16,18,25,5,18
17,16,19,26,6,17
18,17,20,27,7,17
19,18,21,28,8,18
20,19,22,28,9,19
21,20,23,28,10,20
22,21,24,28,11,21
23,22,25,28,12,22
24,23,26,28,13,22
25,24,27,28,14,23
26,25,26,28,15,24
25,26,25,28,16,24
24,27,26,28,17,24
25,27,26,27,18,25
25,26,25,26,18,26
