Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,27,19,21,24,27
4,5,23,17,14,1
3,6,22,16,13,2
3,7,21,15,12,3
3,8,21,14,11,4
4,8,20,13,10,5
3,8,19,12,9,6
4,8,18,11,8,7
3,7,17,10,7,8
3,6,16,9,6,8
2,5,15,8,5,7
2,4,14,7,4,6
2,3,13,6,3,5
3,2,12,5,3,4
4,1,11,4,4,3
3,1,11,3,5,2
3,2,10,2,4,2
4,1,10,1,3,2
5,1,11,0,4,1
6,2,12,0,5,0
7,3,13,0,6,1
8,4,14,0,7,2
9,5,15,0,8,3
10,6,16,0,9,4
11,7,17,0,10,5
12,8,16,0,11,6
13,9,15,1,12,7
14,10,14,2,13,8
13,11,13,3,14,9
12,12,12,4,13,10
13,13,11,5,12,11
14,14,10,6,12,12
15,15,9,7,13,13
16,16,8,8,14,14
17,17,9,9,15,15
18,17,10,10,16,16
19,16,11,11,17,16
20,17,12,11,18,15
21,17,13,10,19,16
22,16,14,11,20,16
23,15,15,11,21,15
24,16,16,12,22,14
24,17,17,11,23,15
23,18,18,10,23,16
22,19,18,11,22,17
23,20,19,12,21,18
24,21,18,13,22,19
24,22,17,14,23,20
23,23,18,15,23,21
22,24,18,16,22,22
23,25,19,17,21,23
24,26,20,18,22,24
25,27,21,19,23,25
26,28,21,20,24,26
27,28,20,21,25,27
27,27,20,22,26,27
26,28,20,21,26,26
25,28,21,21,25,27
26,27,20,21,24,27
26,28,19,22,25,26
25,28,20,21,25,27
24,27,19,21,24,27
