Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,22,10,22,6,24
7,12,16,14,13,1
8,13,17,15,12,2
9,14,18,16,11,3
8,15,19,17,10,4
7,16,20,18,9,5
6,17,21,19,9,6
5,18,22,20,9,7
4,19,23,21,8,8
4,20,24,22,7,9
4,21,25,23,6,10
3,22,26,24,5,11
3,23,27,23,4,12
4,24,27,22,3,13
5,25,27,21,4,14
6,26,26,20,5,15
7,27,26,19,6,16
8,28,26,18,7,17
9,28,26,17,8,18
8,28,26,18,9,19
7,28,26,19,8,20
8,28,25,20,7,21
8,29,24,21,8,22
7,28,23,21,9,23
6,28,22,21,8,24
5,28,21,21,7,25
4,28,20,22,6,26
3,28,19,23,5,27
2,27,18,24,4,28
2,26,17,25,3,27
3,25,16,26,2,26
4,26,15,25,3,25
5,27,14,26,4,26
6,26,13,26,5,27
7,25,14,26,6,26
8,26,13,25,7,25
7,27,13,26,8,26
6,26,14,27,7,27
7,25,13,26,6,26
8,24,13,25,7,25
9,23,12,24,8,24
10,22,11,23,7,23
10,22,10,22,6,24
