Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,16,3,8,2,15
4,22,2,16,25,14
3,23,2,15,26,13
3,23,3,14,27,12
4,22,4,14,27,11
5,22,3,14,27,10
4,22,2,14,27,9
3,23,3,14,27,8
4,23,4,14,27,7
5,22,3,14,26,6
4,22,2,14,26,5
3,23,3,14,26,4
4,22,4,14,26,3
5,22,3,14,26,2
4,22,2,14,26,1
5,22,3,14,26,1
4,22,2,14,26,1
4,21,3,14,27,0
4,22,4,14,26,1
5,22,5,14,25,1
6,22,4,14,26,1
5,22,3,14,26,2
4,22,2,14,26,1
3,23,3,14,27,1
4,22,4,14,26,1
5,22,3,14,25,0
4,22,2,14,26,1
3,22,3,14,27,0
4,22,4,14,26,1
3,23,3,14,25,2
3,23,4,14,26,1
4,22,5,14,27,1
3,23,6,14,26,1
2,23,7,13,27,1
3,23,7,12,26,1
2,23,7,11,26,2
3,23,7,10,26,1
2,24,8,9,26,0
3,23,7,8,26,1
3,22,7,7,25,1
4,22,7,6,26,1
5,22,6,5,27,2
5,22,5,4,26,1
4,22,6,3,25,0
5,22,7,2,26,1
5,21,8,1,26,0
6,22,9,1,26,1
7,21,10,1,25,1
8,20,9,1,26,2
8,19,10,1,26,3
9,18,9,1,26,4
9,17,8,1,26,5
9,16,7,1,26,6
9,15,6,1,25,7
8,14,5,1,24,8
7,13,4,1,23,9
6,14,3,1,22,10
5,14,4,1,21,10
5,14,5,1,20,11
6,14,6,1,19,12
5,15,5,1,18,13
4,14,6,1,17,14
3,14,7,1,16,13
2,15,8,1,16,14
2,14,9,1,16,15
2,14,10,1,16,14
2,15,9,1,16,14
2,16,10,1,15,15
2,15,9,1,16,16
1,14,10,1,16,15
2,15,9,1,16,14
3,15,10,1,17,13
2,16,9,1,16,14
2,16,10,1,16,15
2,15,9,1,16,16
2,14,10,1,16,15
2,15,9,1,16,14
2,16,10,1,16,15
3,15,9,0,15,14
2,16,10,1,16,14
2,16,9,1,16,15
1,16,10,1,17,15
2,16,9,1,16,15
2,17,10,1,17,14
2,16,9,1,16,15
2,15,10,0,17,15
2,14,10,1,16,14
2,15,9,1,15,13
2,16,10,1,16,14
2,16,9,1,16,15
1,15,10,1,16,16
2,14,9,1,16,15
2,15,10,1,16,14
2,16,9,1,16,15
3,17,8,1,17,16
2,16,9,1,16,16
2,15,10,1,16,15
2,16,9,1,15,16
3,17,10,1,16,17
2,16,9,1,16,16
1,17,10,1,16,15
2,16,9,1,16,16
1,16,10,1,16,15
2,16,9,1,16,15
3,15,10,1,15,14
2,16,9,1,16,14
3,15,10,1,16,15
2,14,9,1,15,14
2,15,10,1,14,13
2,16,9,1,13,13
2,16,10,1,12,13
1,15,9,1,11,13
2,16,10,1,10,13
1,17,9,1,9,14
2,16,8,1,9,15
2,15,9,1,9,15
2,14,8,1,8,14
