Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,1,4,2,4,2
5,8,13,18,22,2
6,9,14,19,21,3
7,10,15,20,20,4
6,11,16,19,19,5
7,12,17,18,20,4
8,13,18,17,21,3
9,14,19,16,22,2
10,15,20,17,23,1
11,16,21,18,24,1
12,17,22,19,25,1
13,18,23,20,26,1
14,19,24,20,26,1
15,20,25,19,26,1
16,19,26,20,27,0
17,20,25,20,26,1
18,20,25,19,25,2
19,19,26,20,24,1
20,20,25,20,23,2
21,20,25,19,22,1
22,19,26,20,22,2
23,20,25,20,23,3
24,20,25,19,22,2
25,19,24,18,21,1
24,18,23,17,20,1
23,17,22,16,19,1
22,16,21,15,18,1
21,15,20,14,17,1
20,14,19,13,16,1
19,13,18,12,15,1
18,12,17,11,14,1
17,11,16,10,13,1
16,10,15,9,12,1
15,9,14,8,11,1
14,8,13,7,10,1
13,7,12,6,9,1
12,6,11,5,8,1
11,5,10,4,7,1
10,4,9,3,6,1
9,3,8,2,5,1
8,2,7,2,4,2
7,2,6,2,3,1
6,2,5,2,3,1
5,2,4,2,3,1
4,2,3,2,2,1
5,1,3,1,3,2
4,0,4,1,4,3
5,1,4,2,4,2
