Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,1,3,1,17,1
11,28,2,14,27,12
12,27,3,13,26,11
12,26,4,12,26,10
11,25,5,11,26,9
10,24,6,10,26,8
9,23,7,9,26,7
8,23,8,8,27,6
9,23,9,7,27,5
10,23,10,6,27,4
11,22,11,5,26,3
11,21,12,4,26,2
12,20,12,3,26,1
13,19,12,2,25,1
13,18,13,1,26,2
14,17,12,2,26,3
13,16,12,3,27,4
13,15,11,4,27,5
12,14,10,3,27,6
11,13,9,2,26,7
10,12,8,1,25,8
9,11,7,1,25,9
8,10,6,1,25,10
7,9,5,1,25,9
6,8,4,1,25,8
5,7,3,1,25,7
4,7,3,2,24,6
4,6,4,1,23,6
5,5,5,1,22,6
6,4,4,1,21,5
5,3,3,1,20,4
4,2,2,1,19,3
3,2,2,2,18,2
3,1,3,1,17,1
