Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
7,4,4,5,4,5
26,24,11,17,4,7
25,23,12,17,3,6
24,22,13,16,2,6
23,21,13,15,3,5
22,20,13,14,3,4
22,19,13,13,3,5
22,18,12,12,3,4
22,17,12,11,3,5
22,16,11,10,3,4
21,15,10,9,3,5
20,14,9,8,3,4
19,13,8,7,3,5
18,12,7,6,3,4
17,11,6,5,3,3
16,10,5,4,2,2
15,9,4,3,2,1
14,8,3,2,1,1
13,7,2,2,1,2
13,8,2,3,2,1
12,7,3,2,1,1
11,6,2,2,1,2
12,7,2,3,2,1
11,6,3,2,1,1
10,6,2,2,1,2
11,7,2,3,2,1
10,6,3,2,1,1
9,5,2,1,1,2
10,6,2,2,2,3
11,7,3,3,3,4
12,8,4,4,2,5
11,7,3,5,2,6
10,6,3,6,3,5
9,5,4,6,4,4
8,5,5,5,3,4
7,4,4,5,4,5
