X,Y
8,0
9,1
10,2
11,3
12,4
13,5
14,6
15,7
16,8
17,9
18,10
19,11
20,12
21,13
22,14
23,15
24,16
25,17
26,18
27,19
28,18
27,17
28,16
27,15
28,14
27,13
28,12
27,11
26,12
25,13
26,14
25,15
26,16
26,17
27,18
28,19
27,20
28,21
27,22
28,23
27,24
28,25
27,26
28,27
27,28
26,29
25,28
26,27
25,26
26,25
25,24
26,23
25,22
26,21
25,20
26,19
25,18
24,19
23,20
24,21
23,22
24,23
23,24
24,25
23,26
24,27
23,28
24,29
24,28
25,29
26,28
27,29
28,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,23
26,24
25,25
26,26
25,27
24,26
23,27
22,28
23,29
22,29
