X,Y
6,0
7,1
8,2
9,3
10,2
11,3
12,4
13,5
14,6
15,7
16,8
17,9
18,10
19,11
20,12
21,13
22,14
23,15
24,16
25,17
26,18
27,19
26,20
25,19
24,18
23,19
22,20
23,21
24,22
25,23
26,24
27,25
27,26
26,25
27,24
26,23
25,24
24,25
25,26
25,25
24,26
23,25
24,24
23,23
22,24
21,25
22,26
21,27
20,28
21,29
21,28
22,27
23,26
22,25
23,24
24,23
25,22
24,21
23,22
22,23
21,24
20,25
21,26
20,26
19,25
20,24
21,23
22,22
22,21
23,20
24,19
25,18
26,19
27,18
28,17
27,16
28,15
27,14
28,13
27,12
28,11
27,10
28,9
27,8
28,7
27,6
26,7
25,8
26,9
25,10
26,11
25,12
26,13
25,14
26,15
25,16
26,17
26,16
27,17
28,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
28,8
27,7
26,8
25,9
26,10
25,11
26,12
25,13
26,14
25,15
24,14
23,13
24,12
23,11
24,10
23,9
24,8
25,7
26,6
25,5
24,6
23,7
22,8
21,9
22,10
21,11
22,12
22,13
23,14
24,15
23,16
24,17
23,18
22,19
21,20
21,19
22,18
23,17
22,16
21,17
20,16
21,15
20,14
19,15
18,16
19,17
18,18
17,19
18,20
19,21
20,22
19,23
18,22
17,21
16,20
15,19
16,18
17,17
16,16
17,15
18,14
19,13
18,12
17,13
16,14
15,13
16,12
17,11
16,10
15,11
14,12
13,13
14,14
13,15
14,16
15,17
15,18
16,19
17,20
18,21
19,22
20,23
19,24
18,25
17,26
18,27
17,28
18,29
18,28
17,29
16,28
17,27
18,26
17,25
16,26
15,27
14,28
15,29
15,28
16,27
15,26
16,25
17,24
16,24
15,25
14,26
13,27
12,28
13,29
13,28
14,27
13,26
14,25
15,24
14,24
13,25
12,26
11,27
10,28
11,29
11,28
12,29
