X,Y
23,0
24,1
25,2
26,3
27,4
28,5
27,6
26,7
25,8
26,9
27,10
28,11
27,12
26,11
25,10
24,11
23,12
22,13
23,14
24,15
25,16
26,17
27,16
26,15
26,16
27,17
26,18
25,19
24,20
25,21
26,22
27,23
28,24
27,25
26,26
27,27
28,28
27,29
26,28
25,29
24,28
25,27
24,26
25,25
26,24
25,23
24,24
23,25
22,26
23,27
23,26
24,27
25,28
26,29
27,28
28,27
27,26
28,25
27,24
28,23
27,22
26,23
25,24
26,25
25,26
24,25
23,24
24,23
25,22
26,21
25,20
26,19
25,18
24,19
23,20
24,21
23,22
22,23
21,24
22,25
21,26
20,27
19,28
20,29
20,28
19,29
18,28
19,27
20,26
21,25
22,24
23,23
24,22
23,21
22,22
21,23
20,24
19,25
18,26
17,27
16,28
17,29
17,28
18,29
