X,Y
21,0
22,1
23,2
24,3
25,4
26,5
25,6
24,7
25,8
26,9
27,10
28,11
27,12
26,13
27,14
26,15
25,14
24,15
23,16
24,17
25,18
26,19
27,20
28,19
27,18
27,19
26,20
27,21
26,22
25,23
24,22
25,21
24,20
25,19
24,18
23,19
22,20
23,21
22,22
21,23
22,24
23,25
24,26
25,27
26,28
27,29
26,29
25,28
24,29
23,28
24,27
25,26
24,25
23,26
22,27
21,28
22,29
22,28
23,29
24,28
23,27
22,26
21,27
20,28
21,29
20,29
19,28
20,27
21,26
22,25
23,24
24,23
25,22
26,23
27,22
26,21
25,20
24,21
23,22
22,23
21,24
20,25
19,26
18,27
17,28
18,29
18,28
19,29
